"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,11.2,,
"ESP","Spain","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,8.1,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,8.4,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,19.4,,
"GBR","United Kingdom","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,14.2,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,9.4,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,22.4,,
"USA","United States","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,16.9,,
"EST","Estonia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,13.6,,
"EST","Estonia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,28.3,,
"EST","Estonia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,19.6,,
"ISR","Israel","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,16.7,,
"ISR","Israel","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,28,,
"ISR","Israel","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,24.3,,
"LVA","Latvia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,10.2,,
"LVA","Latvia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,22.2,,
"LVA","Latvia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,19.8,,
"LTU","Lithuania","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,5.5,,
"LTU","Lithuania","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,22.1,,
"LTU","Lithuania","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,9.3,,
"AUS","Australia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,7,,
"AUS","Australia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,5.7,,
"AUS","Australia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,23.3,,
"AUS","Australia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,23.2,,
"AUS","Australia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,10.5,,
"AUS","Australia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,9.9,,
"AUT","Austria","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,17.3,,
"AUT","Austria","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,18,,
"AUT","Austria","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,12.2,,
"BEL","Belgium","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,5.7,,
"BEL","Belgium","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,6.1,,
"BEL","Belgium","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,1.2,,
"FRA","France","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,10.5,,
"FRA","France","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,12.2,,
"FRA","France","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,12.2,,
"FRA","France","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,18.5,,
"FRA","France","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,20.8,,
"FRA","France","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,24,,
"FRA","France","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,12.1,,
"FRA","France","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,11.8,,
"FRA","France","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,11.6,,
"ITA","Italy","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,2.8,,
"ITA","Italy","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,20,,
"ITA","Italy","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,4.8,,
"NLD","Netherlands","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,7,,
"NLD","Netherlands","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,9.2,,
"NLD","Netherlands","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,13.2,,
"ESP","Spain","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,12.3,,
"ESP","Spain","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,9.2,,
"ESP","Spain","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,3.7,,
"SWE","Sweden","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,4.4,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,14.6,,
"SWE","Sweden","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,7.2,,
"COL","Colombia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,30.6,,
"COL","Colombia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,3.3,,
"CRI","Costa Rica","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,27.5,,
"CRI","Costa Rica","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,5.2,,
"EST","Estonia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,14.8,,
"EST","Estonia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,6.7,,
"EST","Estonia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,25.6,,
"EST","Estonia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,28.1,,
"EST","Estonia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,23.2,,
"EST","Estonia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,20.4,,
"LVA","Latvia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,17.1,,
"LVA","Latvia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,13,,
"LVA","Latvia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,25.1,,
"LVA","Latvia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,29.6,,
"LVA","Latvia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,22.7,,
"LVA","Latvia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,24,,
"LTU","Lithuania","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,8,,
"LTU","Lithuania","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,12.2,,
"LTU","Lithuania","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,26.4,,
"LTU","Lithuania","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,16.5,,
"LTU","Lithuania","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,14.1,,
"LTU","Lithuania","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,9,,
"OAVG","OECD - Average","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,10.7,,
"OAVG","OECD - Average","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,18.5,,
"OAVG","OECD - Average","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,11.4,,
"CAN","Canada","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,11.3,,
"CAN","Canada","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,18.3,,
"CAN","Canada","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,17.1,,
"CZE","Czechia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,3.7,,
"CZE","Czechia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,21.4,,
"CZE","Czechia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,13.6,,
"DNK","Denmark","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,8.1,,
"DNK","Denmark","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,11,,
"DNK","Denmark","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,5.6,,
"FIN","Finland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,9.2,,
"FIN","Finland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,21.7,,
"FIN","Finland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,15.3,,
"DEU","Germany","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,13.5,,
"GRC","Greece","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,8.1,,
"HUN","Hungary","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,11.6,,
"HUN","Hungary","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,22,,
"HUN","Hungary","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,13.1,,
"ISL","Iceland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,13.3,,
"ISL","Iceland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,11.4,,
"ISL","Iceland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,9.7,,
"IRL","Ireland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,7.3,,
"IRL","Ireland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,7.5,,
"ITA","Italy","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,2.5,,
"KOR","Korea","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,6.9,,
"KOR","Korea","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,33.2,,
"KOR","Korea","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,31.2,,
"MEX","Mexico","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,10,,
"MEX","Mexico","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,12.2,,
"MEX","Mexico","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,16.7,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,2.7,,
"NZL","New Zealand","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,16.8,,
"NZL","New Zealand","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,9.2,,
"PRT","Portugal","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,9.6,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,8.4,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,19.1,,
"GBR","United Kingdom","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,14.5,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,12.8,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,23.2,,
"USA","United States","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,17,,
"CHL","Chile","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,23.9,,
"CHL","Chile","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,10.2,,
"CHL","Chile","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,10.9,,
"COL","Colombia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,14.3,,
"COL","Colombia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,1.9,,
"CRI","Costa Rica","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,27.8,,
"CRI","Costa Rica","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,1.4,,
"ISR","Israel","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,13.3,,
"ISR","Israel","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,15.9,,
"ISR","Israel","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,29,,
"ISR","Israel","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,27.8,,
"ISR","Israel","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,21.6,,
"ISR","Israel","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,25.4,,
"JPN","Japan","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,15.2,,
"JPN","Japan","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,30.3,,
"JPN","Japan","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,21.3,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,0,,
"NOR","Norway","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,3.5,,
"NOR","Norway","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,17.1,,
"NOR","Norway","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,4.5,,
"POL","Poland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,-2.6,,
"PRT","Portugal","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,4.4,,
"SVK","Slovak Republic","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,4,,
"SVK","Slovak Republic","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,21.4,,
"SVK","Slovak Republic","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,13.8,,
"DEU","Germany","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,16.7,,
"DEU","Germany","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,20.8,,
"NLD","Netherlands","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,9.1,,
"NLD","Netherlands","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,14.8,,
"ESP","Spain","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,18.7,,
"ESP","Spain","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,10.8,,
"ESP","Spain","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,6.7,,
"EST","Estonia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,19.1,,
"EST","Estonia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,25.6,,
"EST","Estonia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,20.5,,
"LVA","Latvia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,15.4,,
"LVA","Latvia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,32.2,,
"LVA","Latvia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,24.9,,
"LTU","Lithuania","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,10.3,,
"LTU","Lithuania","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,19.9,,
"LTU","Lithuania","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,10.3,,
"OAVG","OECD - Average","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,10.3,,
"OAVG","OECD - Average","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,18.8,,
"OAVG","OECD - Average","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,11.6,,
"AUT","Austria","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,15.9,,
"AUT","Austria","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,17.6,,
"AUT","Austria","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,12.1,,
"BEL","Belgium","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,5.4,,
"BEL","Belgium","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,5.7,,
"BEL","Belgium","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,6.2,,
"BEL","Belgium","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,1.2,,
"BEL","Belgium","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,1.1,,
"BEL","Belgium","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,1.1,,
"DNK","Denmark","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,8.2,,
"DNK","Denmark","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,10.3,,
"DNK","Denmark","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,5.8,,
"FIN","Finland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,2.7,,
"FIN","Finland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,21.9,,
"FIN","Finland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,14.6,,
"FRA","France","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,0.8,,
"FRA","France","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,23.7,,
"FRA","France","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,9.3,,
"DEU","Germany","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,20.4,,
"DEU","Germany","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,18.7,,
